age_group,base_life_expectancy,smoking,exercise,diet,alcohol,sleep,stress,social_connections,lifestyle_impact,adjusted_life_expectancy,years_lost,years_gained,risk_score
55-59,24.6,never,light,excellent,light,excellent,low,moderate,2.3999999999999995,27.0,0.0,2.3999999999999995,45.2
50-54,29.4,former,light,excellent,light,excellent,high,moderate,-3.6,25.799999999999997,3.6,0.0,57.2
40-44,39.0,never,moderate,excellent,heavy,good,moderate,strong,-1.0,38.0,1.0,0.0,52.0
20-24,58.2,former,light,poor,light,average,minimal,strong,-4.300000000000001,53.900000000000006,4.300000000000001,0.0,58.6
60-64,19.8,current_heavy,sedentary,good,moderate,poor,high,moderate,-19.599999999999998,0.20000000000000284,19.599999999999998,0.0,89.19999999999999
35-39,43.8,current_light,vigorous,good,moderate,excellent,low,isolated,-5.5,38.3,5.5,0.0,61.0
55-59,24.6,former,moderate,good,light,good,moderate,moderate,-3.7,20.900000000000002,3.7,0.0,57.4
65-69,15.0,current_light,vigorous,good,moderate,poor,high,moderate,-9.700000000000001,5.299999999999999,9.700000000000001,0.0,69.4
30-34,48.6,current_light,moderate,poor,heavy,poor,moderate,limited,-17.6,31.0,17.6,0.0,85.2
40-44,39.0,never,sedentary,excellent,light,poor,minimal,moderate,-1.5999999999999999,37.4,1.5999999999999999,0.0,53.2
30-34,48.6,never,light,average,heavy,excellent,minimal,limited,-5.600000000000001,43.0,5.600000000000001,0.0,61.2
40-44,39.0,current_light,moderate,excellent,moderate,good,minimal,limited,-2.9000000000000004,36.1,2.9000000000000004,0.0,55.8
25-29,53.4,former,vigorous,poor,moderate,poor,moderate,limited,-9.000000000000002,44.4,9.000000000000002,0.0,68.0
50-54,29.4,former,sedentary,excellent,heavy,poor,moderate,isolated,-14.7,14.7,14.7,0.0,79.4
50-54,29.4,former,vigorous,poor,none,average,minimal,limited,-3.0,26.4,3.0,0.0,56.0
20-24,58.2,current_heavy,vigorous,average,heavy,excellent,low,moderate,-10.9,47.300000000000004,10.9,0.0,71.8
20-24,58.2,never,sedentary,excellent,heavy,excellent,high,limited,-9.299999999999999,48.900000000000006,9.299999999999999,0.0,68.6
65-69,15.0,current_heavy,vigorous,poor,moderate,average,moderate,strong,-10.599999999999998,4.400000000000002,10.599999999999998,0.0,71.19999999999999
60-64,19.8,current_heavy,sedentary,excellent,none,good,moderate,limited,-11.799999999999999,8.000000000000002,11.799999999999999,0.0,73.6
25-29,53.4,former,sedentary,poor,moderate,excellent,high,moderate,-13.1,40.3,13.1,0.0,76.2
65-69,15.0,current_heavy,sedentary,good,light,poor,minimal,limited,-14.199999999999998,0.8000000000000025,14.199999999999998,0.0,78.39999999999999
30-34,48.6,never,sedentary,average,light,poor,minimal,isolated,-8.299999999999999,40.300000000000004,8.299999999999999,0.0,66.6
50-54,29.4,former,moderate,excellent,light,excellent,low,isolated,-1.1,28.299999999999997,1.1,0.0,52.2
40-44,39.0,never,vigorous,average,light,poor,low,strong,1.2999999999999998,40.3,0.0,1.2999999999999998,47.4
60-64,19.8,former,light,average,none,poor,moderate,moderate,-8.2,11.600000000000001,8.2,0.0,66.4
55-59,24.6,current_heavy,light,good,moderate,poor,minimal,limited,-13.099999999999998,11.500000000000004,13.099999999999998,0.0,76.19999999999999
45-49,34.2,current_light,vigorous,poor,light,excellent,moderate,limited,-7.000000000000002,27.200000000000003,7.000000000000002,0.0,64.0
20-24,58.2,never,moderate,poor,moderate,good,minimal,strong,-0.40000000000000036,57.800000000000004,0.40000000000000036,0.0,50.8
60-64,19.8,former,vigorous,excellent,moderate,good,moderate,isolated,-2.6,17.2,2.6,0.0,55.2
60-64,19.8,current_light,moderate,average,none,excellent,moderate,isolated,-8.4,11.4,8.4,0.0,66.8
45-49,34.2,never,moderate,good,heavy,good,minimal,isolated,-5.8,28.400000000000002,5.8,0.0,61.6
20-24,58.2,former,moderate,average,heavy,average,high,moderate,-12.700000000000001,45.5,12.700000000000001,0.0,75.4
60-64,19.8,current_light,light,average,none,poor,low,strong,-7.499999999999999,12.3,7.499999999999999,0.0,65.0
45-49,34.2,current_light,vigorous,poor,none,poor,low,strong,-5.500000000000001,28.700000000000003,5.500000000000001,0.0,61.0
50-54,29.4,current_heavy,moderate,average,none,good,high,moderate,-12.799999999999999,16.6,12.799999999999999,0.0,75.6
35-39,43.8,current_light,vigorous,poor,moderate,poor,low,isolated,-12.2,31.599999999999998,12.2,0.0,74.4
45-49,34.2,never,vigorous,poor,heavy,average,low,moderate,-6.5,27.700000000000003,6.5,0.0,63.0
45-49,34.2,current_light,light,average,moderate,excellent,low,isolated,-10.7,23.500000000000004,10.7,0.0,71.4
20-24,58.2,current_light,vigorous,excellent,none,poor,minimal,strong,2.3,60.5,0.0,2.3,45.4
35-39,43.8,never,sedentary,excellent,none,excellent,minimal,limited,1.3000000000000003,45.099999999999994,0.0,1.3000000000000003,47.4
25-29,53.4,current_light,moderate,excellent,moderate,good,minimal,moderate,-1.8000000000000005,51.6,1.8000000000000005,0.0,53.6
20-24,58.2,never,sedentary,good,light,poor,moderate,moderate,-7.3999999999999995,50.800000000000004,7.3999999999999995,0.0,64.8
25-29,53.4,current_light,light,poor,heavy,poor,moderate,strong,-16.1,37.3,16.1,0.0,82.2
25-29,53.4,current_heavy,moderate,average,light,good,high,limited,-14.399999999999999,39.0,14.399999999999999,0.0,78.8
45-49,34.2,former,moderate,good,light,poor,moderate,isolated,-8.6,25.6,8.6,0.0,67.2
20-24,58.2,former,vigorous,poor,moderate,average,low,limited,-6.5,51.7,6.5,0.0,63.0
65-69,15.0,never,sedentary,average,none,poor,low,isolated,-9.599999999999998,5.400000000000002,9.599999999999998,0.0,69.19999999999999
65-69,15.0,never,moderate,poor,moderate,poor,moderate,limited,-8.8,6.199999999999999,8.8,0.0,67.6
50-54,29.4,current_heavy,vigorous,good,none,good,moderate,strong,-4.8999999999999995,24.5,4.8999999999999995,0.0,59.8
40-44,39.0,never,vigorous,good,heavy,good,low,isolated,-5.3,33.7,5.3,0.0,60.6
25-29,53.4,never,moderate,excellent,moderate,poor,high,strong,-1.7999999999999998,51.6,1.7999999999999998,0.0,53.6
50-54,29.4,current_light,vigorous,excellent,light,good,low,moderate,-0.10000000000000053,29.299999999999997,0.10000000000000053,0.0,50.2
45-49,34.2,current_light,vigorous,good,moderate,good,minimal,limited,-3.400000000000001,30.8,3.400000000000001,0.0,56.800000000000004
30-34,48.6,never,moderate,average,none,good,low,moderate,-0.6000000000000001,48.0,0.6000000000000001,0.0,51.2
60-64,19.8,former,vigorous,poor,heavy,poor,high,moderate,-13.799999999999999,6.000000000000002,13.799999999999999,0.0,77.6
60-64,19.8,never,vigorous,average,moderate,average,low,moderate,-0.8000000000000003,19.0,0.8000000000000003,0.0,51.6
25-29,53.4,current_heavy,light,poor,moderate,average,high,limited,-20.3,33.099999999999994,20.3,0.0,90.6
55-59,24.6,current_heavy,sedentary,average,light,excellent,low,limited,-13.599999999999998,11.000000000000004,13.599999999999998,0.0,77.19999999999999
35-39,43.8,never,light,excellent,light,excellent,minimal,isolated,1.3999999999999995,45.199999999999996,0.0,1.3999999999999995,47.2
50-54,29.4,never,vigorous,poor,light,average,minimal,limited,-1.0000000000000004,28.4,1.0000000000000004,0.0,52.0
30-34,48.6,current_light,vigorous,good,light,average,moderate,strong,-2.7,45.9,2.7,0.0,55.4
50-54,29.4,current_light,light,good,none,average,low,isolated,-10.1,19.299999999999997,10.1,0.0,70.2
25-29,53.4,current_heavy,moderate,good,none,excellent,low,moderate,-6.799999999999999,46.6,6.799999999999999,0.0,63.599999999999994
55-59,24.6,current_light,vigorous,average,light,excellent,low,limited,-3.7,20.900000000000002,3.7,0.0,57.4
50-54,29.4,former,light,poor,none,average,minimal,moderate,-6.0,23.4,6.0,0.0,62.0
30-34,48.6,former,sedentary,poor,none,average,minimal,strong,-6.1000000000000005,42.5,6.1000000000000005,0.0,62.2
65-69,15.0,current_light,sedentary,average,none,average,minimal,strong,-6.7,8.3,6.7,0.0,63.4
30-34,48.6,current_heavy,vigorous,poor,heavy,average,low,moderate,-15.2,33.400000000000006,15.2,0.0,80.4
50-54,29.4,former,vigorous,excellent,moderate,excellent,low,strong,5.0,34.4,0.0,5.0,40.0
55-59,24.6,former,sedentary,excellent,heavy,good,high,moderate,-12.1,12.500000000000002,12.1,0.0,74.2
40-44,39.0,never,light,average,moderate,average,low,strong,-2.7,36.3,2.7,0.0,55.4
55-59,24.6,current_heavy,moderate,poor,light,poor,minimal,strong,-9.999999999999996,14.600000000000005,9.999999999999996,0.0,70.0
25-29,53.4,former,moderate,excellent,none,average,minimal,isolated,-1.0,52.4,1.0,0.0,52.0
30-34,48.6,current_light,vigorous,good,none,excellent,high,strong,-2.3,46.300000000000004,2.3,0.0,54.6
30-34,48.6,current_heavy,vigorous,excellent,none,excellent,low,isolated,-4.5,44.1,4.5,0.0,59.0
60-64,19.8,current_heavy,light,poor,light,good,minimal,isolated,-14.7,5.100000000000001,14.7,0.0,79.4
25-29,53.4,never,sedentary,excellent,moderate,average,minimal,isolated,-4.3,49.1,4.3,0.0,58.6
20-24,58.2,current_heavy,light,excellent,none,good,low,limited,-8.3,49.900000000000006,8.3,0.0,66.6
60-64,19.8,never,moderate,excellent,light,poor,high,limited,-3.9000000000000004,15.9,3.9000000000000004,0.0,57.8
45-49,34.2,current_light,vigorous,average,light,good,moderate,strong,-3.0,31.200000000000003,3.0,0.0,56.0
25-29,53.4,former,moderate,average,light,good,moderate,moderate,-4.8,48.6,4.8,0.0,59.6
55-59,24.6,current_heavy,vigorous,average,heavy,average,moderate,limited,-15.4,9.200000000000001,15.4,0.0,80.8
25-29,53.4,former,light,excellent,none,poor,low,moderate,-3.1,50.3,3.1,0.0,56.2
40-44,39.0,never,light,excellent,heavy,excellent,low,isolated,-5.199999999999999,33.8,5.199999999999999,0.0,60.4
20-24,58.2,never,light,poor,none,good,minimal,limited,-3.8000000000000003,54.400000000000006,3.8000000000000003,0.0,57.6
65-69,15.0,current_heavy,moderate,average,light,excellent,minimal,isolated,-9.399999999999999,5.600000000000001,9.399999999999999,0.0,68.8
20-24,58.2,current_light,vigorous,poor,heavy,poor,minimal,strong,-9.0,49.2,9.0,0.0,68.0
30-34,48.6,current_light,vigorous,excellent,light,excellent,low,moderate,1.2999999999999994,49.9,0.0,1.2999999999999994,47.4
55-59,24.6,current_light,sedentary,poor,light,poor,moderate,isolated,-18.599999999999998,6.0000000000000036,18.599999999999998,0.0,87.19999999999999
55-59,24.6,never,moderate,poor,light,good,low,moderate,-3.2,21.400000000000002,3.2,0.0,56.4
30-34,48.6,former,light,good,light,poor,minimal,strong,-2.4000000000000004,46.2,2.4000000000000004,0.0,54.8
20-24,58.2,former,light,average,moderate,poor,minimal,strong,-4.700000000000001,53.5,4.700000000000001,0.0,59.400000000000006
65-69,15.0,current_light,light,poor,none,average,moderate,strong,-9.5,5.5,9.5,0.0,69.0
40-44,39.0,former,moderate,good,heavy,good,low,moderate,-7.3,31.7,7.3,0.0,64.6
45-49,34.2,current_light,moderate,poor,none,average,high,isolated,-15.0,19.200000000000003,15.0,0.0,80.0
25-29,53.4,former,vigorous,good,none,poor,high,moderate,-5.300000000000001,48.099999999999994,5.300000000000001,0.0,60.6
45-49,34.2,current_heavy,sedentary,excellent,moderate,excellent,moderate,moderate,-10.999999999999998,23.200000000000003,10.999999999999998,0.0,72.0
60-64,19.8,former,sedentary,average,none,excellent,low,strong,-3.5999999999999988,16.200000000000003,3.5999999999999988,0.0,57.199999999999996
40-44,39.0,current_heavy,sedentary,good,none,good,low,moderate,-12.299999999999999,26.700000000000003,12.299999999999999,0.0,74.6
60-64,19.8,never,vigorous,average,none,poor,low,moderate,-0.40000000000000036,19.4,0.40000000000000036,0.0,50.8
35-39,43.8,current_heavy,sedentary,good,none,poor,moderate,isolated,-18.4,25.4,18.4,0.0,86.8
50-54,29.4,current_light,vigorous,average,light,poor,low,moderate,-6.1,23.299999999999997,6.1,0.0,62.2
55-59,24.6,former,vigorous,good,moderate,average,moderate,strong,-1.2000000000000002,23.400000000000002,1.2000000000000002,0.0,52.4
60-64,19.8,former,vigorous,poor,none,poor,minimal,limited,-4.300000000000001,15.5,4.300000000000001,0.0,58.6
60-64,19.8,current_light,light,average,light,average,moderate,isolated,-12.899999999999999,6.900000000000002,12.899999999999999,0.0,75.8
45-49,34.2,former,sedentary,good,moderate,good,moderate,isolated,-11.8,22.400000000000002,11.8,0.0,73.6
30-34,48.6,current_heavy,light,average,heavy,average,low,isolated,-20.0,28.6,20.0,0.0,90.0
40-44,39.0,current_heavy,vigorous,good,none,average,moderate,moderate,-7.8999999999999995,31.1,7.8999999999999995,0.0,65.8
60-64,19.8,current_light,moderate,average,moderate,average,moderate,strong,-7.3,12.5,7.3,0.0,64.6
20-24,58.2,never,light,good,moderate,average,high,moderate,-7.3,50.900000000000006,7.3,0.0,64.6
30-34,48.6,former,light,poor,heavy,good,high,limited,-16.900000000000002,31.7,16.900000000000002,0.0,83.80000000000001
50-54,29.4,current_light,moderate,average,light,excellent,moderate,strong,-3.9000000000000004,25.5,3.9000000000000004,0.0,57.8
55-59,24.6,never,light,excellent,moderate,good,high,strong,-1.5,23.1,1.5,0.0,53.0
65-69,15.0,current_light,moderate,good,light,poor,minimal,isolated,-8.3,6.699999999999999,8.3,0.0,66.6
55-59,24.6,current_heavy,sedentary,average,heavy,average,low,isolated,-22.3,2.3000000000000007,22.3,0.0,94.6
60-64,19.8,former,vigorous,average,none,good,moderate,isolated,-4.8,15.0,4.8,0.0,59.6
55-59,24.6,former,moderate,excellent,moderate,good,minimal,isolated,-1.9,22.700000000000003,1.9,0.0,53.8
65-69,15.0,former,light,poor,moderate,average,low,limited,-10.6,4.4,10.6,0.0,71.2
40-44,39.0,former,vigorous,good,light,excellent,minimal,moderate,3.0,42.0,0.0,3.0,44.0
30-34,48.6,current_heavy,vigorous,excellent,light,poor,low,limited,-6.799999999999999,41.800000000000004,6.799999999999999,0.0,63.599999999999994
60-64,19.8,current_heavy,light,excellent,none,good,moderate,limited,-9.5,10.3,9.5,0.0,69.0
50-54,29.4,never,vigorous,poor,light,good,moderate,strong,0.09999999999999964,29.5,0.0,0.09999999999999964,49.8
45-49,34.2,current_light,moderate,poor,light,excellent,moderate,strong,-5.999999999999999,28.200000000000003,5.999999999999999,0.0,62.0
60-64,19.8,current_heavy,moderate,excellent,none,poor,high,moderate,-11.0,8.8,11.0,0.0,72.0
45-49,34.2,current_light,vigorous,average,light,good,low,limited,-5.1,29.1,5.1,0.0,60.2
35-39,43.8,never,vigorous,excellent,none,excellent,moderate,limited,4.699999999999999,48.5,0.0,4.699999999999999,40.6
20-24,58.2,former,moderate,average,none,excellent,low,strong,0.5,58.7,0.0,0.5,49.0
55-59,24.6,former,light,excellent,moderate,poor,minimal,strong,-0.8000000000000007,23.8,0.8000000000000007,0.0,51.6
30-34,48.6,former,vigorous,excellent,moderate,poor,low,moderate,-0.7000000000000004,47.9,0.7000000000000004,0.0,51.4
65-69,15.0,current_heavy,light,good,moderate,poor,high,limited,-18.4,0.0,18.4,0.0,86.8
50-54,29.4,current_heavy,moderate,excellent,moderate,poor,moderate,isolated,-13.2,16.2,13.2,0.0,76.4
25-29,53.4,former,light,good,heavy,average,minimal,limited,-9.2,44.2,9.2,0.0,68.4
25-29,53.4,current_light,sedentary,poor,heavy,average,high,isolated,-24.400000000000002,28.999999999999996,24.400000000000002,0.0,98.80000000000001
20-24,58.2,never,moderate,average,moderate,excellent,minimal,moderate,0.9000000000000001,59.1,0.0,0.9000000000000001,48.2
35-39,43.8,current_light,vigorous,good,moderate,excellent,minimal,moderate,-0.9000000000000006,42.9,0.9000000000000006,0.0,51.800000000000004
50-54,29.4,never,sedentary,poor,moderate,poor,high,moderate,-14.1,15.299999999999999,14.1,0.0,78.2
60-64,19.8,current_light,light,poor,moderate,excellent,moderate,moderate,-11.199999999999998,8.600000000000003,11.199999999999998,0.0,72.39999999999999
60-64,19.8,former,moderate,average,heavy,good,high,strong,-9.7,10.100000000000001,9.7,0.0,69.4
25-29,53.4,current_light,light,excellent,moderate,average,high,moderate,-9.7,43.7,9.7,0.0,69.4
65-69,15.0,current_light,light,good,moderate,poor,high,moderate,-13.799999999999999,1.200000000000001,13.799999999999999,0.0,77.6
60-64,19.8,never,sedentary,average,heavy,good,moderate,moderate,-11.2,8.600000000000001,11.2,0.0,72.4
35-39,43.8,current_light,moderate,poor,light,excellent,moderate,isolated,-11.0,32.8,11.0,0.0,72.0
45-49,34.2,former,sedentary,poor,none,good,low,limited,-10.4,23.800000000000004,10.4,0.0,70.8
65-69,15.0,current_heavy,moderate,poor,light,poor,minimal,isolated,-14.999999999999996,3.552713678800501e-15,14.999999999999996,0.0,80.0
55-59,24.6,current_heavy,light,good,none,good,moderate,strong,-9.0,15.600000000000001,9.0,0.0,68.0
55-59,24.6,current_light,light,poor,moderate,excellent,minimal,strong,-5.999999999999997,18.600000000000005,5.999999999999997,0.0,61.99999999999999
30-34,48.6,current_light,vigorous,good,light,good,high,limited,-7.5,41.1,7.5,0.0,65.0
35-39,43.8,former,vigorous,poor,none,excellent,high,isolated,-7.8,36.0,7.8,0.0,65.6
45-49,34.2,current_light,moderate,excellent,light,good,high,limited,-7.0,27.200000000000003,7.0,0.0,64.0
65-69,15.0,never,light,good,none,poor,minimal,limited,-2.7,12.3,2.7,0.0,55.4
45-49,34.2,never,light,average,heavy,average,low,isolated,-11.3,22.900000000000002,11.3,0.0,72.6
25-29,53.4,current_light,vigorous,good,light,excellent,high,moderate,-5.0,48.4,5.0,0.0,60.0
60-64,19.8,never,light,poor,moderate,average,low,isolated,-9.8,10.0,9.8,0.0,69.6
40-44,39.0,current_heavy,light,average,moderate,poor,minimal,limited,-14.199999999999998,24.800000000000004,14.199999999999998,0.0,78.39999999999999
35-39,43.8,former,light,average,light,good,moderate,moderate,-6.6000000000000005,37.199999999999996,6.6000000000000005,0.0,63.2
25-29,53.4,never,light,excellent,light,average,minimal,moderate,1.9999999999999998,55.4,0.0,1.9999999999999998,46.0
20-24,58.2,former,moderate,excellent,none,average,low,strong,2.2,60.400000000000006,0.0,2.2,45.6
20-24,58.2,former,moderate,excellent,none,average,moderate,limited,-2.3000000000000003,55.900000000000006,2.3000000000000003,0.0,54.6
30-34,48.6,former,vigorous,average,none,average,minimal,isolated,-2.6,46.0,2.6,0.0,55.2
25-29,53.4,current_heavy,moderate,excellent,none,excellent,moderate,moderate,-5.199999999999999,48.2,5.199999999999999,0.0,60.4
60-64,19.8,current_light,sedentary,excellent,heavy,good,low,limited,-12.4,7.4,12.4,0.0,74.8
55-59,24.6,former,vigorous,average,moderate,excellent,high,strong,-2.3999999999999995,22.200000000000003,2.3999999999999995,0.0,54.8
60-64,19.8,never,sedentary,poor,heavy,average,low,isolated,-15.7,4.100000000000001,15.7,0.0,81.4
35-39,43.8,current_heavy,light,good,none,good,minimal,moderate,-8.2,35.599999999999994,8.2,0.0,66.4
45-49,34.2,never,moderate,average,heavy,excellent,moderate,limited,-6.800000000000001,27.400000000000002,6.800000000000001,0.0,63.6
25-29,53.4,current_light,moderate,excellent,heavy,good,minimal,moderate,-5.4,48.0,5.4,0.0,60.8
55-59,24.6,current_heavy,moderate,excellent,moderate,excellent,high,limited,-10.299999999999999,14.300000000000002,10.299999999999999,0.0,70.6
60-64,19.8,never,light,excellent,moderate,poor,minimal,moderate,-0.5000000000000002,19.3,0.5000000000000002,0.0,51.0
30-34,48.6,current_light,moderate,poor,heavy,excellent,low,limited,-12.899999999999999,35.7,12.899999999999999,0.0,75.8
25-29,53.4,current_heavy,vigorous,good,heavy,excellent,low,strong,-7.599999999999999,45.8,7.599999999999999,0.0,65.2
55-59,24.6,current_light,moderate,good,light,poor,low,moderate,-7.300000000000001,17.3,7.300000000000001,0.0,64.6
20-24,58.2,current_heavy,light,excellent,moderate,average,high,strong,-11.0,47.2,11.0,0.0,72.0
25-29,53.4,current_heavy,light,poor,light,poor,low,strong,-13.599999999999998,39.8,13.599999999999998,0.0,77.19999999999999
35-39,43.8,current_heavy,light,average,none,good,low,limited,-12.2,31.599999999999998,12.2,0.0,74.4
55-59,24.6,current_light,vigorous,good,light,excellent,minimal,moderate,0.2999999999999996,24.900000000000002,0.0,0.2999999999999996,49.4
20-24,58.2,current_light,moderate,average,moderate,excellent,high,isolated,-12.400000000000002,45.8,12.400000000000002,0.0,74.80000000000001
50-54,29.4,never,vigorous,good,none,good,moderate,moderate,1.5999999999999999,31.0,0.0,1.5999999999999999,46.8
60-64,19.8,former,light,average,moderate,excellent,minimal,moderate,-3.4000000000000012,16.4,3.4000000000000012,0.0,56.800000000000004
40-44,39.0,current_light,sedentary,excellent,none,good,moderate,strong,-5.000000000000001,34.0,5.000000000000001,0.0,60.0
45-49,34.2,current_heavy,sedentary,good,moderate,poor,low,limited,-17.2,17.000000000000004,17.2,0.0,84.4
40-44,39.0,never,moderate,good,none,good,high,isolated,-5.8,33.2,5.8,0.0,61.6
25-29,53.4,never,light,good,light,excellent,low,moderate,-0.40000000000000013,53.0,0.40000000000000013,0.0,50.8
55-59,24.6,never,moderate,good,moderate,average,high,isolated,-8.3,16.3,8.3,0.0,66.6
30-34,48.6,never,light,average,moderate,average,low,isolated,-7.7,40.9,7.7,0.0,65.4
55-59,24.6,never,moderate,poor,heavy,excellent,moderate,moderate,-7.8,16.8,7.8,0.0,65.6
45-49,34.2,current_heavy,light,excellent,moderate,good,moderate,limited,-11.2,23.000000000000004,11.2,0.0,72.4
50-54,29.4,current_heavy,moderate,excellent,light,poor,high,isolated,-14.3,15.099999999999998,14.3,0.0,78.6
30-34,48.6,former,vigorous,poor,moderate,average,high,moderate,-8.9,39.7,8.9,0.0,67.8
30-34,48.6,never,vigorous,excellent,none,excellent,low,limited,5.9,54.5,0.0,5.9,38.2
50-54,29.4,current_heavy,sedentary,excellent,moderate,average,minimal,limited,-11.299999999999999,18.1,11.299999999999999,0.0,72.6
60-64,19.8,never,light,average,moderate,average,high,strong,-6.2,13.600000000000001,6.2,0.0,62.4
40-44,39.0,current_heavy,light,excellent,none,poor,moderate,strong,-8.3,30.7,8.3,0.0,66.6
50-54,29.4,former,moderate,poor,none,good,moderate,limited,-7.5,21.9,7.5,0.0,65.0
40-44,39.0,never,sedentary,good,moderate,excellent,minimal,moderate,-2.0999999999999996,36.9,2.0999999999999996,0.0,54.2
25-29,53.4,never,moderate,average,heavy,good,low,moderate,-5.9,47.5,5.9,0.0,61.8
30-34,48.6,current_heavy,light,average,heavy,good,high,isolated,-22.7,25.900000000000002,22.7,0.0,95.4
65-69,15.0,former,moderate,poor,moderate,excellent,low,limited,-6.6,8.4,6.6,0.0,63.2
20-24,58.2,current_light,sedentary,good,none,good,minimal,moderate,-7.000000000000001,51.2,7.000000000000001,0.0,64.0
30-34,48.6,former,moderate,poor,heavy,poor,low,strong,-10.399999999999999,38.2,10.399999999999999,0.0,70.8
20-24,58.2,current_light,vigorous,poor,light,good,high,limited,-10.700000000000001,47.5,10.700000000000001,0.0,71.4
20-24,58.2,current_light,sedentary,poor,light,poor,minimal,moderate,-12.799999999999999,45.400000000000006,12.799999999999999,0.0,75.6
20-24,58.2,current_heavy,light,average,heavy,excellent,minimal,limited,-14.299999999999997,43.900000000000006,14.299999999999997,0.0,78.6
25-29,53.4,never,light,good,light,poor,moderate,limited,-6.200000000000001,47.199999999999996,6.200000000000001,0.0,62.400000000000006
65-69,15.0,current_light,light,good,heavy,poor,moderate,isolated,-17.9,0.0,17.9,0.0,85.8
40-44,39.0,current_light,light,excellent,moderate,poor,low,strong,-5.3,33.7,5.3,0.0,60.6
20-24,58.2,never,sedentary,excellent,heavy,good,low,moderate,-6.1,52.1,6.1,0.0,62.2
25-29,53.4,former,sedentary,average,moderate,good,minimal,limited,-8.2,45.2,8.2,0.0,66.4
20-24,58.2,former,vigorous,poor,moderate,average,low,strong,-3.2,55.0,3.2,0.0,56.4
20-24,58.2,current_light,sedentary,average,light,excellent,moderate,moderate,-10.2,48.0,10.2,0.0,70.4
55-59,24.6,former,light,good,heavy,average,low,strong,-7.7,16.900000000000002,7.7,0.0,65.4
55-59,24.6,current_heavy,light,excellent,moderate,excellent,high,strong,-8.8,15.8,8.8,0.0,67.6
50-54,29.4,current_light,sedentary,good,moderate,excellent,moderate,isolated,-13.099999999999998,16.3,13.099999999999998,0.0,76.19999999999999
30-34,48.6,current_heavy,moderate,poor,moderate,average,high,moderate,-17.4,31.200000000000003,17.4,0.0,84.8
50-54,29.4,current_light,sedentary,poor,none,poor,moderate,limited,-16.4,13.0,16.4,0.0,82.8
50-54,29.4,current_heavy,moderate,excellent,none,good,high,isolated,-11.7,17.7,11.7,0.0,73.4
40-44,39.0,current_light,sedentary,good,moderate,good,moderate,strong,-9.5,29.5,9.5,0.0,69.0
35-39,43.8,former,sedentary,good,light,good,minimal,moderate,-4.8,39.0,4.8,0.0,59.6
40-44,39.0,former,light,excellent,none,excellent,high,isolated,-5.9,33.1,5.9,0.0,61.8
55-59,24.6,current_heavy,moderate,good,moderate,good,low,moderate,-9.899999999999999,14.700000000000003,9.899999999999999,0.0,69.8
55-59,24.6,former,light,average,heavy,average,high,isolated,-17.3,7.300000000000001,17.3,0.0,84.6
65-69,15.0,current_heavy,light,good,light,poor,minimal,isolated,-13.599999999999998,1.4000000000000021,13.599999999999998,0.0,77.19999999999999
25-29,53.4,former,light,excellent,moderate,poor,low,isolated,-7.6000000000000005,45.8,7.6000000000000005,0.0,65.2
45-49,34.2,current_heavy,sedentary,poor,heavy,good,high,moderate,-24.3,9.900000000000002,24.3,0.0,98.6
50-54,29.4,former,sedentary,excellent,moderate,good,minimal,limited,-4.300000000000001,25.099999999999998,4.300000000000001,0.0,58.6
55-59,24.6,current_light,sedentary,excellent,light,excellent,high,moderate,-8.600000000000001,16.0,8.600000000000001,0.0,67.2
65-69,15.0,never,sedentary,average,light,excellent,moderate,strong,-2.799999999999999,12.200000000000001,2.799999999999999,0.0,55.599999999999994
60-64,19.8,current_heavy,sedentary,good,heavy,good,high,isolated,-23.9,0.0,23.9,0.0,97.8
35-39,43.8,never,sedentary,average,moderate,excellent,high,moderate,-8.5,35.3,8.5,0.0,67.0
50-54,29.4,never,vigorous,average,light,good,moderate,moderate,-2.220446049250313e-16,29.4,2.220446049250313e-16,0.0,50.0
55-59,24.6,former,sedentary,excellent,light,poor,moderate,moderate,-7.1000000000000005,17.5,7.1000000000000005,0.0,64.2
30-34,48.6,former,vigorous,poor,none,poor,moderate,isolated,-9.0,39.6,9.0,0.0,68.0
40-44,39.0,current_light,sedentary,excellent,heavy,poor,moderate,isolated,-17.4,21.6,17.4,0.0,84.8
35-39,43.8,current_light,light,average,light,poor,low,isolated,-13.0,30.799999999999997,13.0,0.0,76.0
20-24,58.2,never,sedentary,good,heavy,poor,minimal,moderate,-9.199999999999998,49.00000000000001,9.199999999999998,0.0,68.39999999999999
20-24,58.2,never,light,poor,light,good,minimal,moderate,-3.2,55.0,3.2,0.0,56.4
45-49,34.2,former,light,average,heavy,excellent,high,isolated,-15.099999999999998,19.100000000000005,15.099999999999998,0.0,80.19999999999999
50-54,29.4,current_heavy,vigorous,excellent,light,excellent,moderate,strong,-1.1999999999999993,28.2,1.1999999999999993,0.0,52.4
25-29,53.4,current_light,sedentary,poor,moderate,poor,minimal,strong,-11.799999999999997,41.6,11.799999999999997,0.0,73.6
55-59,24.6,former,sedentary,good,none,poor,minimal,strong,-4.199999999999999,20.400000000000002,4.199999999999999,0.0,58.4
45-49,34.2,never,vigorous,good,none,excellent,moderate,strong,5.199999999999999,39.400000000000006,0.0,5.199999999999999,39.6
40-44,39.0,former,moderate,excellent,light,average,low,limited,-1.6000000000000003,37.4,1.6000000000000003,0.0,53.2
